Lat,Lon,Time
39.7317141,-86.2592985,87400
39.7317108,-86.2592840,87500
39.7317075,-86.2592690,87600
39.7317045,-86.2592537,87700
39.7317016,-86.2592379,87800
39.7316990,-86.2592217,87900
39.7316967,-86.2592059,88000
39.7316949,-86.2591908,88100
39.7316935,-86.2591764,88200
39.7316925,-86.2591625,88300
39.7316921,-86.2591495,88400
39.7316921,-86.2591368,88500
39.7316928,-86.2591248,88600
39.7316942,-86.2591126,88700
39.7316962,-86.2591006,88800
39.7316988,-86.2590885,88900
39.7317021,-86.2590763,89000
39.7317060,-86.2590641,89100
39.7317105,-86.2590517,89200
39.7317155,-86.2590392,89300
39.7317208,-86.2590268,89400
39.7317266,-86.2590141,89500
39.7317327,-86.2590013,89600
39.7317390,-86.2589881,89700
39.7317453,-86.2589746,89800
39.7317518,-86.2589606,89900
39.7317582,-86.2589462,90000
39.7317644,-86.2589314,90100
39.7317705,-86.2589160,90200
39.7317762,-86.2589000,90300
39.7317816,-86.2588835,90400
39.7317865,-86.2588666,90500
39.7317908,-86.2588494,90600
39.7317946,-86.2588319,90700
39.7317978,-86.2588144,90800
39.7318007,-86.2587950,90900
39.7318028,-86.2587774,91000
39.7318046,-86.2587597,91100
39.7318061,-86.2587419,91200
39.7318073,-86.2587243,91300
39.7318084,-86.2587065,91400
39.7318092,-86.2586888,91500
39.7318100,-86.2586711,91600
39.7318106,-86.2586534,91700
39.7318111,-86.2586355,91800
39.7318115,-86.2586176,91900
39.7318119,-86.2585997,92000
39.7318122,-86.2585820,92100
39.7318124,-86.2585642,92200
39.7318127,-86.2585465,92300
39.7318129,-86.2585286,92400
39.7318131,-86.2585109,92500
39.7318133,-86.2584931,92600
39.7318135,-86.2584752,92700
39.7318137,-86.2584573,92800
39.7318139,-86.2584394,92900
39.7318142,-86.2584216,93000
39.7318146,-86.2584040,93100
39.7318150,-86.2583863,93200
39.7318154,-86.2583686,93300
39.7318159,-86.2583510,93400
39.7318166,-86.2583330,93500
39.7318173,-86.2583153,93600
39.7318181,-86.2582974,93700
39.7318191,-86.2582796,93800
39.7318202,-86.2582619,93900
39.7318214,-86.2582443,94000
39.7318228,-86.2582265,94100
39.7318244,-86.2582088,94200
39.7318262,-86.2581912,94300
39.7318283,-86.2581736,94400
39.7318306,-86.2581559,94500
39.7318332,-86.2581386,94600
39.7318361,-86.2581212,94700
39.7318392,-86.2581038,94800
39.7318424,-86.2580864,94900
39.7318457,-86.2580692,95000
39.7318491,-86.2580521,95100
39.7318526,-86.2580350,95200
39.7318562,-86.2580178,95300
39.7318599,-86.2580006,95400
39.7318636,-86.2579837,95500
39.7318675,-86.2579666,95600
39.7318715,-86.2579497,95700
39.7318756,-86.2579328,95800
39.7318798,-86.2579160,95900
39.7318842,-86.2578991,96000
39.7318887,-86.2578824,96100
39.7318933,-86.2578655,96200
39.7318981,-86.2578489,96300
39.7319030,-86.2578323,96400
39.7319081,-86.2578158,96500
39.7319133,-86.2577993,96600
39.7319187,-86.2577830,96700
39.7319243,-86.2577667,96800
39.7319302,-86.2577504,96900
39.7319362,-86.2577344,97000
39.7319425,-86.2577186,97100
39.7319490,-86.2577028,97200
39.7319558,-86.2576873,97300
39.7319628,-86.2576721,97400
39.7319702,-86.2576571,97500
39.7319779,-86.2576424,97600
39.7319860,-86.2576280,97700
39.7319943,-86.2576143,97800
39.7320027,-86.2576016,97900
39.7320110,-86.2575901,98000
39.7320195,-86.2575794,98100
39.7320281,-86.2575696,98200
39.7320373,-86.2575602,98300
39.7320471,-86.2575511,98400
39.7320575,-86.2575425,98500
39.7320684,-86.2575342,98600
39.7320798,-86.2575264,98700
39.7320916,-86.2575192,98800
39.7321040,-86.2575124,98900
39.7321168,-86.2575060,99000
39.7321298,-86.2575003,99100
39.7321430,-86.2574952,99200
39.7321563,-86.2574907,99300
39.7321697,-86.2574868,99400
39.7321832,-86.2574834,99500
39.7321968,-86.2574806,99600
39.7322104,-86.2574783,99700
39.7322241,-86.2574767,99800
39.7322377,-86.2574756,99900
39.7322512,-86.2574751,100000
39.7322641,-86.2574752,100100
39.7322765,-86.2574759,100200
39.7322882,-86.2574770,100300
39.7322994,-86.2574787,100400
39.7323100,-86.2574808,100500
39.7323200,-86.2574833,100600
39.7323294,-86.2574863,100700
39.7323382,-86.2574897,100800
39.7323465,-86.2574936,100900
39.7323546,-86.2574982,101000
39.7323626,-86.2575036,101100
39.7323708,-86.2575098,101200
39.7323789,-86.2575169,101300
39.7323868,-86.2575244,101400
39.7323947,-86.2575328,101500
39.7324025,-86.2575418,101600
39.7324103,-86.2575516,101700
39.7324180,-86.2575620,101800
39.7324255,-86.2575729,101900
39.7324329,-86.2575845,102000
39.7324400,-86.2575966,102100
39.7324472,-86.2576096,102200
39.7324540,-86.2576229,102300
39.7324606,-86.2576369,102400
39.7324670,-86.2576515,102500
39.7324729,-86.2576662,102600
39.7324783,-86.2576806,102700
39.7324829,-86.2576947,102800
39.7324870,-86.2577083,102900
39.7324906,-86.2577214,103000
39.7324936,-86.2577342,103100
39.7324961,-86.2577463,103200
39.7324980,-86.2577578,103300
39.7324995,-86.2577689,103400
39.7325006,-86.2577791,103500
39.7325013,-86.2577889,103600
39.7325015,-86.2577981,103700
39.7325012,-86.2578069,103800
39.7325002,-86.2578158,103900
39.7324987,-86.2578250,104000
39.7324967,-86.2578343,104100
39.7324940,-86.2578438,104200
39.7324909,-86.2578535,104300
39.7324872,-86.2578633,104400
39.7324831,-86.2578733,104500
39.7324786,-86.2578834,104600
39.7324737,-86.2578936,104700
39.7324685,-86.2579039,104800
39.7324628,-86.2579144,104900
39.7324570,-86.2579250,105000
39.7324508,-86.2579358,105100
39.7324445,-86.2579466,105200
39.7324378,-86.2579577,105300
39.7324310,-86.2579691,105400
39.7324240,-86.2579808,105500
39.7324169,-86.2579927,105600
39.7324096,-86.2580051,105700
39.7324023,-86.2580178,105800
39.7323951,-86.2580308,105900
39.7323884,-86.2580435,106000
39.7323823,-86.2580559,106100
39.7323768,-86.2580679,106200
39.7323718,-86.2580797,106300
39.7323676,-86.2580912,106400
39.7323641,-86.2581024,106500
39.7323614,-86.2581132,106600
39.7323594,-86.2581236,106700
39.7323581,-86.2581333,106800
39.7323576,-86.2581424,106900
39.7323577,-86.2581513,107000
39.7323585,-86.2581601,107100
39.7323598,-86.2581690,107200
39.7323618,-86.2581781,107300
39.7323643,-86.2581872,107400
39.7323675,-86.2581966,107500
39.7323713,-86.2582061,107600
39.7323756,-86.2582156,107700
39.7323804,-86.2582250,107800
39.7323856,-86.2582345,107900
39.7323913,-86.2582441,108000
39.7323972,-86.2582536,108100
39.7324036,-86.2582633,108200
39.7324102,-86.2582730,108300
39.7324171,-86.2582828,108400
39.7324243,-86.2582928,108500
39.7324318,-86.2583032,108600
39.7324395,-86.2583139,108700
39.7324473,-86.2583248,108800
39.7324551,-86.2583360,108900
39.7324627,-86.2583474,109000
39.7324698,-86.2583585,109100
39.7324763,-86.2583694,109200
39.7324820,-86.2583799,109300
39.7324870,-86.2583902,109400
39.7324913,-86.2584003,109500
39.7324949,-86.2584101,109600
39.7324976,-86.2584197,109700
39.7324996,-86.2584290,109800
39.7325009,-86.2584378,109900
39.7325014,-86.2584464,110000
39.7325013,-86.2584547,110100
39.7325006,-86.2584627,110200
39.7324993,-86.2584708,110300
39.7324974,-86.2584792,110400
39.7324949,-86.2584878,110500
39.7324918,-86.2584963,110600
39.7324882,-86.2585049,110700
39.7324841,-86.2585137,110800
39.7324796,-86.2585226,110900
39.7324746,-86.2585314,111000
39.7324693,-86.2585403,111100
39.7324636,-86.2585493,111200
39.7324575,-86.2585586,111300
39.7324511,-86.2585679,111400
39.7324445,-86.2585773,111500
39.7324377,-86.2585868,111600
39.7324306,-86.2585966,111700
39.7324234,-86.2586066,111800
39.7324160,-86.2586169,111900
39.7324084,-86.2586276,112000
39.7324009,-86.2586386,112100
39.7323935,-86.2586498,112200
39.7323867,-86.2586608,112300
39.7323806,-86.2586716,112400
39.7323751,-86.2586820,112500
39.7323703,-86.2586922,112600
39.7323663,-86.2587022,112700
39.7323630,-86.2587119,112800
39.7323605,-86.2587214,112900
39.7323587,-86.2587304,113000
39.7323577,-86.2587389,113100
39.7323574,-86.2587471,113200
39.7323577,-86.2587550,113300
39.7323586,-86.2587630,113400
39.7323601,-86.2587710,113500
39.7323623,-86.2587792,113600
39.7323650,-86.2587874,113700
39.7323684,-86.2587958,113800
39.7323723,-86.2588042,113900
39.7323767,-86.2588125,114000
39.7323815,-86.2588209,114100
39.7323868,-86.2588292,114200
39.7323925,-86.2588377,114300
39.7323986,-86.2588462,114400
39.7324050,-86.2588547,114500
39.7324117,-86.2588633,114600
39.7324188,-86.2588721,114700
39.7324261,-86.2588809,114800
39.7324337,-86.2588899,114900
39.7324416,-86.2588992,115000
39.7324495,-86.2589085,115100
39.7324577,-86.2589182,115200
39.7324662,-86.2589283,115300
39.7324747,-86.2589387,115400
39.7324832,-86.2589495,115500
39.7324917,-86.2589608,115600
39.7324996,-86.2589719,115700
39.7325069,-86.2589830,115800
39.7325136,-86.2589941,115900
39.7325196,-86.2590050,116000
39.7325247,-86.2590157,116100
39.7325290,-86.2590261,116200
39.7325326,-86.2590364,116300
39.7325353,-86.2590464,116400
39.7325372,-86.2590559,116500
39.7325386,-86.2590653,116600
39.7325398,-86.2590751,116700
39.7325408,-86.2590853,116800
39.7325415,-86.2590959,116900
39.7325420,-86.2591068,117000
39.7325423,-86.2591181,117100
39.7325423,-86.2591297,117200
39.7325421,-86.2591418,117300
39.7325416,-86.2591541,117400
39.7325409,-86.2591668,117500
39.7325398,-86.2591799,117600
39.7325385,-86.2591932,117700
39.7325368,-86.2592067,117800
39.7325349,-86.2592208,117900
39.7325326,-86.2592350,118000
39.7325300,-86.2592495,118100
39.7325270,-86.2592642,118200
39.7325237,-86.2592791,118300
39.7325200,-86.2592945,118400
39.7325158,-86.2593098,118500
39.7325113,-86.2593253,118600
39.7325062,-86.2593411,118700
39.7325006,-86.2593569,118800
39.7324945,-86.2593727,118900
39.7324879,-86.2593882,119000
39.7324809,-86.2594033,119100
39.7324737,-86.2594172,119200
39.7324664,-86.2594300,119300
39.7324589,-86.2594419,119400
39.7324508,-86.2594535,119500
39.7324423,-86.2594649,119600
39.7324332,-86.2594762,119700
39.7324236,-86.2594875,119800
39.7324135,-86.2594986,119900
39.7324030,-86.2595095,120000
39.7323921,-86.2595203,120100
39.7323810,-86.2595307,120200
39.7323696,-86.2595408,120300
39.7323580,-86.2595505,120400
39.7323464,-86.2595598,120500
39.7323345,-86.2595687,120600
39.7323229,-86.2595768,120700
39.7323115,-86.2595843,120800
39.7323004,-86.2595910,120900
39.7322897,-86.2595970,121000
39.7322794,-86.2596023,121100
39.7322694,-86.2596070,121200
39.7322598,-86.2596109,121300
39.7322504,-86.2596142,121400
39.7322415,-86.2596168,121500
39.7322331,-86.2596187,121600
39.7322252,-86.2596200,121700
39.7322177,-86.2596207,121800
39.7322108,-86.2596208,121900
39.7322044,-86.2596203,122000
39.7321984,-86.2596192,122100
39.7321931,-86.2596178,122200
39.7321883,-86.2596156,122300
39.7321836,-86.2596127,122400
39.7321788,-86.2596090,122500
39.7321741,-86.2596044,122600
39.7321695,-86.2595991,122700
39.7321651,-86.2595932,122800
39.7321607,-86.2595867,122900
39.7321564,-86.2595795,123000
39.7321523,-86.2595718,123100
39.7321482,-86.2595637,123200
39.7321442,-86.2595550,123300
39.7321403,-86.2595459,123400
39.7321365,-86.2595364,123500
39.7321326,-86.2595265,123600
39.7321288,-86.2595160,123700
39.7321249,-86.2595052,123800
39.7321211,-86.2594941,123900
39.7321172,-86.2594825,124000
39.7321132,-86.2594705,124100
39.7321091,-86.2594582,124200
39.7321049,-86.2594455,124300
39.7321006,-86.2594325,124400
39.7320961,-86.2594193,124500
39.7320915,-86.2594063,124600
39.7320870,-86.2593939,124700
39.7320825,-86.2593822,124800
39.7320780,-86.2593715,124900
39.7320735,-86.2593615,125000
39.7320690,-86.2593523,125100
39.7320644,-86.2593440,125200
39.7320598,-86.2593367,125300
39.7320551,-86.2593302,125400
39.7320503,-86.2593249,125500
39.7320456,-86.2593206,125600
39.7320409,-86.2593174,125700
39.7320366,-86.2593154,125800
39.7320323,-86.2593142,125900
39.7320279,-86.2593138,126000
39.7320235,-86.2593143,126100
39.7320188,-86.2593154,126200
39.7320140,-86.2593174,126300
39.7320091,-86.2593200,126400
39.7320041,-86.2593234,126500
39.7319990,-86.2593274,126600
39.7319939,-86.2593319,126700
39.7319887,-86.2593369,126800
39.7319836,-86.2593424,126900
39.7319783,-86.2593484,127000
39.7319730,-86.2593548,127100
39.7319676,-86.2593617,127200
39.7319620,-86.2593689,127300
39.7319564,-86.2593765,127400
39.7319507,-86.2593846,127500
39.7319449,-86.2593928,127600
39.7319391,-86.2594013,127700
39.7319329,-86.2594104,127800
39.7319267,-86.2594196,127900
39.7319204,-86.2594290,128000
39.7319139,-86.2594387,128100
39.7319071,-86.2594486,128200
39.7319001,-86.2594588,128300
39.7318929,-86.2594688,128400
39.7318860,-86.2594781,128500
39.7318793,-86.2594868,128600
39.7318728,-86.2594948,128700
39.7318665,-86.2595019,128800
39.7318604,-86.2595082,128900
39.7318544,-86.2595137,129000
39.7318485,-86.2595184,129100
39.7318429,-86.2595221,129200
39.7318376,-86.2595248,129300
39.7318325,-86.2595264,129400
39.7318278,-86.2595271,129500
39.7318236,-86.2595268,129600
39.7318196,-86.2595257,129700
39.7318160,-86.2595240,129800
39.7318123,-86.2595217,129900
39.7318084,-86.2595186,130000
39.7318046,-86.2595152,130100
39.7318007,-86.2595111,130200
39.7317967,-86.2595065,130300
39.7317928,-86.2595015,130400
39.7317888,-86.2594958,130500
39.7317849,-86.2594898,130600
39.7317810,-86.2594833,130700
39.7317771,-86.2594765,130800
39.7317732,-86.2594692,130900
39.7317693,-86.2594615,131000
39.7317654,-86.2594531,131100
39.7317614,-86.2594444,131200
39.7317575,-86.2594353,131300
39.7317536,-86.2594257,131400
39.7317498,-86.2594159,131500
39.7317459,-86.2594055,131600
39.7317421,-86.2593948,131700
39.7317383,-86.2593837,131800
39.7317345,-86.2593720,131900
39.7317307,-86.2593599,132000
39.7317270,-86.2593474,132100
39.7317234,-86.2593346,132200
39.7317198,-86.2593214,132300
39.7317163,-86.2593076,132400
39.7317129,-86.2592935,132500
39.7317097,-86.2592790,132600
39.7317065,-86.2592640,132700
39.7317035,-86.2592487,132800
39.7317007,-86.2592328,132900
39.7316982,-86.2592169,133000
39.7316962,-86.2592016,133100
39.7316945,-86.2591868,133200
39.7316932,-86.2591727,133300
39.7316924,-86.2591592,133400
39.7316920,-86.2591463,133500
39.7316922,-86.2591341,133600
39.7316931,-86.2591221,133700
39.7316945,-86.2591103,133800
39.7316966,-86.2590983,133900
39.7316994,-86.2590862,134000
39.7317028,-86.2590741,134100
39.7317067,-86.2590621,134200
39.7317112,-86.2590499,134300
39.7317162,-86.2590375,134400
39.7317216,-86.2590251,134500
39.7317273,-86.2590126,134600
39.7317333,-86.2589999,134700
39.7317395,-86.2589868,134800
39.7317458,-86.2589735,134900
39.7317522,-86.2589598,135000
39.7317584,-86.2589456,135100
39.7317646,-86.2589308,135200
39.7317707,-86.2589154,135300
39.7317763,-86.2588996,135400
39.7317816,-86.2588833,135500
39.7317864,-86.2588668,135600
39.7317907,-86.2588498,135700
39.7317944,-86.2588328,135800
39.7317976,-86.2588155,135900
39.7318005,-86.2587962,136000
39.7318027,-86.2587788,136100
39.7318044,-86.2587614,136200
39.7318059,-86.2587438,136300
39.7318072,-86.2587264,136400
39.7318082,-86.2587089,136500
39.7318091,-86.2586913,136600
39.7318099,-86.2586737,136700
39.7318105,-86.2586562,136800
39.7318110,-86.2586385,136900
39.7318114,-86.2586208,137000
39.7318118,-86.2586033,137100
39.7318121,-86.2585857,137200
39.7318124,-86.2585683,137300
39.7318126,-86.2585508,137400
39.7318128,-86.2585331,137500
39.7318130,-86.2585155,137600
39.7318132,-86.2584980,137700
39.7318134,-86.2584805,137800
39.7318136,-86.2584630,137900
39.7318138,-86.2584455,138000
39.7318141,-86.2584280,138100
39.7318144,-86.2584105,138200
39.7318148,-86.2583928,138300
39.7318152,-86.2583754,138400
39.7318157,-86.2583578,138500
39.7318163,-86.2583402,138600
39.7318170,-86.2583227,138700
39.7318177,-86.2583052,138800
39.7318186,-86.2582877,138900
39.7318196,-86.2582701,139000
39.7318208,-86.2582527,139100
39.7318221,-86.2582351,139200
39.7318236,-86.2582178,139300
39.7318252,-86.2582005,139400
39.7318271,-86.2581831,139500
39.7318293,-86.2581658,139600
39.7318316,-86.2581485,139700
39.7318343,-86.2581313,139800
39.7318373,-86.2581142,139900
39.7318405,-86.2580971,140000
39.7318437,-86.2580800,140100
39.7318470,-86.2580629,140200
39.7318503,-86.2580460,140300
39.7318538,-86.2580291,140400
39.7318574,-86.2580120,140500
39.7318611,-86.2579951,140600
39.7318648,-86.2579784,140700
39.7318687,-86.2579616,140800
39.7318727,-86.2579449,140900
39.7318768,-86.2579281,141000
39.7318810,-86.2579116,141100
39.7318853,-86.2578949,141200
39.7318898,-86.2578784,141300
39.7318943,-86.2578619,141400
39.7318991,-86.2578455,141500
39.7319039,-86.2578292,141600
39.7319090,-86.2578129,141700
39.7319142,-86.2577967,141800
39.7319195,-86.2577806,141900
39.7319250,-86.2577648,142000
39.7319308,-86.2577489,142100
39.7319367,-86.2577331,142200
39.7319428,-86.2577177,142300
39.7319492,-86.2577023,142400
39.7319559,-86.2576870,142500
39.7319629,-86.2576719,142600
39.7319701,-86.2576572,142700
39.7319777,-86.2576426,142800
39.7319857,-86.2576285,142900
39.7319938,-86.2576151,143000
39.7320021,-86.2576025,143100
39.7320104,-86.2575908,143200
39.7320187,-86.2575804,143300
39.7320272,-86.2575706,143400
39.7320362,-86.2575612,143500
39.7320459,-86.2575522,143600
39.7320561,-86.2575435,143700
39.7320668,-86.2575354,143800
39.7320778,-86.2575277,143900
39.7320894,-86.2575205,144000
39.7321016,-86.2575136,144100
39.7321141,-86.2575073,144200
39.7321268,-86.2575016,144300
39.7321397,-86.2574965,144400
39.7321527,-86.2574919,144500
39.7321657,-86.2574879,144600
39.7321788,-86.2574844,144700
39.7321921,-86.2574815,144800
39.7322056,-86.2574791,144900
39.7322190,-86.2574772,145000
39.7322325,-86.2574759,145100
39.7322458,-86.2574752,145200
39.7322587,-86.2574751,145300
39.7322711,-86.2574755,145400
39.7322831,-86.2574764,145500
39.7322945,-86.2574779,145600
39.7323053,-86.2574798,145700
39.7323155,-86.2574821,145800
39.7323252,-86.2574849,145900
39.7323342,-86.2574881,146000
39.7323426,-86.2574916,146100
39.7323506,-86.2574958,146200
39.7323585,-86.2575007,146300
39.7323664,-86.2575064,146400
39.7323743,-86.2575128,146500
39.7323822,-86.2575200,146600
39.7323901,-86.2575279,146700
39.7323979,-86.2575364,146800
39.7324056,-86.2575456,146900
39.7324131,-86.2575553,147000
39.7324205,-86.2575656,147100
39.7324279,-86.2575766,147200
39.7324351,-86.2575882,147300
39.7324422,-86.2576005,147400
39.7324492,-86.2576134,147500
39.7324560,-86.2576269,147600
39.7324624,-86.2576409,147700
39.7324687,-86.2576556,147800
39.7324744,-86.2576701,147900
39.7324795,-86.2576841,148000
39.7324839,-86.2576978,148100
39.7324878,-86.2577110,148200
39.7324912,-86.2577240,148300
39.7324941,-86.2577363,148400
39.7324964,-86.2577481,148500
39.7324983,-86.2577594,148600
39.7324997,-86.2577702,148700
39.7325007,-86.2577802,148800
39.7325013,-86.2577899,148900
39.7325015,-86.2577988,149000
39.7325011,-86.2578075,149100
39.7325002,-86.2578164,149200
39.7324986,-86.2578255,149300
39.7324965,-86.2578349,149400
39.7324939,-86.2578442,149500
39.7324908,-86.2578536,149600
39.7324873,-86.2578632,149700
39.7324833,-86.2578729,149800
39.7324789,-86.2578827,149900
39.7324741,-86.2578928,150000
39.7324690,-86.2579029,150100
39.7324635,-86.2579132,150200
39.7324577,-86.2579237,150300
39.7324517,-86.2579342,150400
39.7324454,-86.2579450,150500
39.7324390,-86.2579559,150600
39.7324322,-86.2579672,150700
39.7324253,-86.2579786,150800
39.7324182,-86.2579904,150900
39.7324111,-86.2580025,151000
39.7324038,-86.2580151,151100
39.7323966,-86.2580279,151200
39.7323899,-86.2580405,151300
39.7323838,-86.2580527,151400
39.7323781,-86.2580648,151500
39.7323731,-86.2580765,151600
39.7323688,-86.2580878,151700
39.7323652,-86.2580988,151800
39.7323623,-86.2581093,151900
39.7323601,-86.2581196,152000
39.7323585,-86.2581294,152100
39.7323577,-86.2581387,152200
39.7323576,-86.2581476,152300
39.7323581,-86.2581562,152400
39.7323592,-86.2581652,152500
39.7323608,-86.2581740,152600
39.7323631,-86.2581830,152700
39.7323660,-86.2581922,152800
39.7323694,-86.2582016,152900
39.7323733,-86.2582107,153000
39.7323778,-86.2582200,153100
39.7323826,-86.2582292,153200
39.7323880,-86.2582387,153300
39.7323937,-86.2582480,153400
39.7323998,-86.2582575,153500
39.7324062,-86.2582671,153600
39.7324129,-86.2582769,153700
39.7324198,-86.2582867,153800
39.7324270,-86.2582966,153900
39.7324344,-86.2583068,154000
39.7324420,-86.2583174,154100
39.7324497,-86.2583283,154200
39.7324575,-86.2583394,154300
39.7324647,-86.2583505,154400
39.7324716,-86.2583613,154500
39.7324777,-86.2583719,154600
39.7324831,-86.2583821,154700
39.7324879,-86.2583922,154800
39.7324921,-86.2584023,154900
39.7324955,-86.2584120,155000
39.7324981,-86.2584214,155100
39.7324999,-86.2584305,155200
39.7325010,-86.2584391,155300
39.7325015,-86.2584476,155400
39.7325013,-86.2584556,155500
39.7325005,-86.2584635,155600
39.7324991,-86.2584716,155700
39.7324972,-86.2584800,155800
39.7324947,-86.2584884,155900
39.7324916,-86.2584969,156000
39.7324880,-86.2585054,156100
39.7324840,-86.2585140,156200
39.7324795,-86.2585228,156300
39.7324745,-86.2585316,156400
39.7324692,-86.2585404,156500
39.7324637,-86.2585492,156600
39.7324577,-86.2585583,156700
39.7324515,-86.2585674,156800
39.7324449,-86.2585767,156900
39.7324382,-86.2585861,157000
39.7324313,-86.2585957,157100
39.7324240,-86.2586057,157200
39.7324166,-86.2586160,157300
39.7324091,-86.2586266,157400
39.7324016,-86.2586376,157500
39.7323943,-86.2586486,157600
39.7323875,-86.2586595,157700
39.7323814,-86.2586701,157800
39.7323758,-86.2586805,157900
39.7323710,-86.2586907,158000
39.7323669,-86.2587007,158100
39.7323635,-86.2587103,158200
39.7323609,-86.2587197,158300
39.7323590,-86.2587286,158400
39.7323579,-86.2587370,158500
39.7323574,-86.2587452,158600
39.7323576,-86.2587532,158700
39.7323583,-86.2587609,158800
39.7323597,-86.2587690,158900
39.7323617,-86.2587771,159000
39.7323643,-86.2587853,159100
39.7323674,-86.2587934,159200
39.7323711,-86.2588017,159300
39.7323753,-86.2588100,159400
39.7323800,-86.2588183,159500
39.7323850,-86.2588265,159600
39.7323904,-86.2588347,159700
39.7323962,-86.2588430,159800
39.7324025,-86.2588514,159900
39.7324089,-86.2588598,160000
39.7324156,-86.2588682,160100
39.7324228,-86.2588769,160200
39.7324302,-86.2588858,160300
39.7324379,-86.2588949,160400
39.7324457,-86.2589040,160500
39.7324537,-86.2589134,160600
39.7324618,-86.2589231,160700
39.7324702,-86.2589332,160800
39.7324787,-86.2589437,160900
39.7324871,-86.2589546,161000
39.7324954,-86.2589659,161100
39.7325029,-86.2589768,161200
39.7325099,-86.2589878,161300
39.7325161,-86.2589985,161400
39.7325216,-86.2590091,161500
39.7325264,-86.2590196,161600
39.7325304,-86.2590299,161700
39.7325336,-86.2590399,161800
39.7325360,-86.2590496,161900
39.7325377,-86.2590591,162000
39.7325390,-86.2590684,162100
39.7325401,-86.2590781,162200
39.7325410,-86.2590881,162300
39.7325417,-86.2590988,162400
39.7325421,-86.2591095,162500
39.7325423,-86.2591207,162600
39.7325423,-86.2591322,162700
39.7325420,-86.2591441,162800
39.7325415,-86.2591562,162900
39.7325407,-86.2591689,163000
39.7325396,-86.2591819,163100
39.7325383,-86.2591950,163200
39.7325366,-86.2592084,163300
39.7325347,-86.2592222,163400
39.7325324,-86.2592364,163500
39.7325298,-86.2592506,163600
39.7325268,-86.2592654,163700
39.7325235,-86.2592802,163800
39.7325197,-86.2592954,163900
39.7325156,-86.2593105,164000
39.7325111,-86.2593258,164100
39.7325061,-86.2593415,164200
39.7325006,-86.2593570,164300
39.7324945,-86.2593727,164400
39.7324880,-86.2593881,164500
39.7324810,-86.2594030,164600
39.7324739,-86.2594169,164700
39.7324666,-86.2594296,164800
39.7324592,-86.2594414,164900
39.7324513,-86.2594529,165000
39.7324428,-86.2594642,165100
39.7324338,-86.2594755,165200
39.7324244,-86.2594865,165300
39.7324145,-86.2594975,165400
39.7324042,-86.2595084,165500
39.7323935,-86.2595190,165600
39.7323826,-86.2595293,165700
39.7323715,-86.2595392,165800
39.7323601,-86.2595488,165900
39.7323487,-86.2595580,166000
39.7323369,-86.2595669,166100
39.7323254,-86.2595751,166200
39.7323140,-86.2595827,166300
39.7323031,-86.2595894,166400
39.7322925,-86.2595955,166500
39.7322822,-86.2596010,166600
39.7322721,-86.2596057,166700
39.7322625,-86.2596098,166800
39.7322532,-86.2596133,166900
39.7322443,-86.2596161,167000
39.7322359,-86.2596182,167100
39.7322280,-86.2596196,167200
39.7322204,-86.2596205,167300
39.7322135,-86.2596208,167400
39.7322069,-86.2596205,167500
39.7322008,-86.2596197,167600
39.7321955,-86.2596185,167700
39.7321906,-86.2596167,167800
39.7321858,-86.2596142,167900
39.7321811,-86.2596109,168000
39.7321765,-86.2596068,168100
39.7321720,-86.2596021,168200
39.7321674,-86.2595965,168300
39.7321631,-86.2595903,168400
39.7321587,-86.2595835,168500
39.7321546,-86.2595763,168600
39.7321505,-86.2595684,168700
39.7321465,-86.2595600,168800
39.7321426,-86.2595512,168900
39.7321388,-86.2595421,169000
39.7321350,-86.2595325,169100
39.7321311,-86.2595224,169200
39.7321273,-86.2595119,169300
39.7321235,-86.2595011,169400
39.7321197,-86.2594899,169500
39.7321158,-86.2594784,169600
39.7321119,-86.2594665,169700
39.7321078,-86.2594543,169800
39.7321037,-86.2594418,169900
39.7320995,-86.2594291,170000
39.7320950,-86.2594161,170100
39.7320905,-86.2594033,170200
39.7320861,-86.2593914,170300
39.7320816,-86.2593801,170400
39.7320772,-86.2593696,170500
39.7320728,-86.2593599,170600
39.7320683,-86.2593511,170700
39.7320638,-86.2593430,170800
39.7320593,-86.2593359,170900
39.7320546,-86.2593297,171000
39.7320499,-86.2593245,171100
39.7320454,-86.2593204,171200
39.7320408,-86.2593174,171300
39.7320365,-86.2593154,171400
39.7320323,-86.2593142,171500
39.7320280,-86.2593138,171600
39.7320236,-86.2593142,171700
39.7320191,-86.2593153,171800
39.7320145,-86.2593172,171900
39.7320097,-86.2593197,172000
39.7320048,-86.2593229,172100
39.7319999,-86.2593266,172200
39.7319949,-86.2593310,172300
39.7319899,-86.2593358,172400
39.7319848,-86.2593411,172500
39.7319796,-86.2593470,172600
39.7319744,-86.2593531,172700
39.7319691,-86.2593596,172800
39.7319637,-86.2593666,172900
39.7319582,-86.2593741,173000
39.7319526,-86.2593818,173100
39.7319469,-86.2593899,173200
39.7319411,-86.2593984,173300
39.7319352,-86.2594070,173400
39.7319291,-86.2594161,173500
39.7319229,-86.2594253,173600
39.7319164,-86.2594349,173700
39.7319097,-86.2594448,173800
39.7319029,-86.2594547,173900
39.7318957,-86.2594649,174000
39.7318888,-86.2594744,174100
39.7318821,-86.2594833,174200
39.7318757,-86.2594913,174300
39.7318695,-86.2594986,174400
39.7318632,-86.2595053,174500
39.7318573,-86.2595112,174600
39.7318515,-86.2595162,174700
